DATE,TB3MS
1976-04-01,5.1566666666666667
1976-07-01,5.1500000000000000
1976-10-01,4.6733333333333333
1977-01-01,4.6300000000000000
1977-04-01,4.8400000000000000
1977-07-01,5.4966666666666667
1977-10-01,6.1100000000000000
1978-01-01,6.3933333333333333
1978-04-01,6.4766666666666667
1978-07-01,7.3133333333333333
1978-10-01,8.5700000000000000
1979-01-01,9.3833333333333333
1979-04-01,9.3766666666666667
1979-07-01,9.6733333333333333
1979-10-01,11.8433333333333333
1980-01-01,13.3533333333333333
1980-04-01,9.6166666666666667
1980-07-01,9.1533333333333333
1980-10-01,13.6133333333333333
1981-01-01,14.3900000000000000
1981-04-01,14.9066666666666667
1981-07-01,15.0533333333333333
1981-10-01,11.7500000000000000
1982-01-01,12.8133333333333333
1982-04-01,12.4200000000000000
1982-07-01,9.3166666666666667
1982-10-01,7.9066666666666667
1983-01-01,8.1066666666666667
1983-04-01,8.3966666666666667
1983-07-01,9.1400000000000000
1983-10-01,8.8000000000000000
1984-01-01,9.1700000000000000
1984-04-01,9.7966666666666667
1984-07-01,10.3200000000000000
1984-10-01,8.8033333333333333
1985-01-01,8.1833333333333333
1985-04-01,7.4600000000000000
1985-07-01,7.1066666666666667
1985-10-01,7.1666666666666667
1986-01-01,6.8966666666666667
1986-04-01,6.1400000000000000
1986-07-01,5.5233333333333333
1986-10-01,5.3533333333333333
1987-01-01,5.5366666666666667
1987-04-01,5.6566666666666667
1987-07-01,6.0433333333333333
1987-10-01,5.8633333333333333
1988-01-01,5.7233333333333333
1988-04-01,6.2100000000000000
1988-07-01,7.0100000000000000
1988-10-01,7.7266666666666667
1989-01-01,8.5400000000000000
1989-04-01,8.4100000000000000
1989-07-01,7.8433333333333333
1989-10-01,7.6533333333333333
1990-01-01,7.7600000000000000
1990-04-01,7.7466666666666667
1990-07-01,7.4766666666666667
1990-10-01,6.9900000000000000
1991-01-01,6.0233333333333333
1991-04-01,5.5600000000000000
1991-07-01,5.3766666666666667
1991-10-01,4.5400000000000000
1992-01-01,3.8933333333333333
1992-04-01,3.6800000000000000
1992-07-01,3.0833333333333333
1992-10-01,3.0700000000000000
1993-01-01,2.9600000000000000
1993-04-01,2.9666666666666667
1993-07-01,3.0033333333333333
1993-10-01,3.0600000000000000
1994-01-01,3.2433333333333333
1994-04-01,3.9866666666666667
1994-07-01,4.4766666666666667
1994-10-01,5.2800000000000000
1995-01-01,5.7366666666666667
1995-04-01,5.5966666666666667
1995-07-01,5.3666666666666667
1995-10-01,5.2600000000000000
1996-01-01,4.9300000000000000
1996-04-01,5.0200000000000000
1996-07-01,5.0966666666666667
1996-10-01,4.9766666666666667
1997-01-01,5.0600000000000000
1997-04-01,5.0466666666666667
1997-07-01,5.0466666666666667
1997-10-01,5.0900000000000000
1998-01-01,5.0533333333333333
1998-04-01,4.9766666666666667
1998-07-01,4.8233333333333333
1998-10-01,4.2533333333333333
1999-01-01,4.4066666666666667
1999-04-01,4.4533333333333333
1999-07-01,4.6500000000000000
1999-10-01,5.0433333333333333
2000-01-01,5.5200000000000000
2000-04-01,5.7133333333333333
2000-07-01,6.0166666666666667
2000-10-01,6.0166666666666667
2001-01-01,4.8166666666666667
2001-04-01,3.6600000000000000
2001-07-01,3.1700000000000000
2001-10-01,1.9066666666666667
2002-01-01,1.7200000000000000
2002-04-01,1.7133333333333333
2002-07-01,1.6433333333333333
2002-10-01,1.3333333333333333
2003-01-01,1.15666666666666666667
2003-04-01,1.04000000000000000000
2003-07-01,0.93000000000000000000
2003-10-01,0.91666666666666666667
2004-01-01,0.91666666666666666667
2004-04-01,1.07666666666666666667
2004-07-01,1.4866666666666667
2004-10-01,2.0066666666666667
2005-01-01,2.5366666666666667
2005-04-01,2.8633333333333333
2005-07-01,3.3600000000000000
2005-10-01,3.8266666666666667
2006-01-01,4.3933333333333333
2006-04-01,4.7033333333333333
2006-07-01,4.9066666666666667
2006-10-01,4.9033333333333333
2007-01-01,4.9833333333333333
2007-04-01,4.7366666666666667
2007-07-01,4.3033333333333333
2007-10-01,3.3900000000000000
2008-01-01,2.0433333333333333
2008-04-01,1.6266666666666667
2008-07-01,1.4933333333333333
2008-10-01,0.29666666666666666667
2009-01-01,0.21333333333333333333
2009-04-01,0.17333333333333333333
2009-07-01,0.15666666666666666667
2009-10-01,0.05666666666666666667
2010-01-01,0.10666666666666666667
2010-04-01,0.14666666666666666667
2010-07-01,0.15666666666666666667
2010-10-01,0.13666666666666666667
2011-01-01,0.12666666666666666667
2011-04-01,0.04666666666666666667
2011-07-01,0.02333333333333333333
2011-10-01,0.01333333333333333333
2012-01-01,0.06666666666666666667
2012-04-01,0.08666666666666666667
2012-07-01,0.10333333333333333333
2012-10-01,0.08666666666666666667
2013-01-01,0.08666666666666666667
2013-04-01,0.05000000000000000000
2013-07-01,0.03333333333333333333
2013-10-01,0.06333333333333333333
2014-01-01,0.04666666666666666667
2014-04-01,0.03333333333333333333
2014-07-01,0.02666666666666666667
2014-10-01,0.02333333333333333333
2015-01-01,0.02666666666666666667
2015-04-01,0.02000000000000000000
2015-07-01,0.04000000000000000000
2015-10-01,0.12333333333333333333
2016-01-01,0.28666666666666666667
2016-04-01,0.25666666666666666667
2016-07-01,0.29666666666666666667
2016-10-01,0.43000000000000000000
2017-01-01,0.59000000000000000000
2017-04-01,0.89000000000000000000
2017-07-01,1.03666666666666666667
2017-10-01,1.20666666666666666667
2018-01-01,1.5600000000000000
2018-04-01,1.8400000000000000
2018-07-01,2.0400000000000000
2018-10-01,2.3166666666666667
2019-01-01,2.3866666666666667
2019-04-01,2.3000000000000000
2019-07-01,1.9800000000000000
2019-10-01,1.5766666666666667
2020-01-01,1.11000000000000000000
2020-04-01,0.14333333333333333333
2020-07-01,0.11333333333333333333
2020-10-01,0.09333333333333333333
2021-01-01,0.05000000000000000000
2021-04-01,0.02666666666666666667
2021-07-01,0.04666666666666666667
2021-10-01,0.05333333333333333333
2022-01-01,0.30666666666666666667
2022-04-01,1.07666666666666666667
2022-07-01,2.6633333333333333
2022-10-01,4.0400000000000000
2023-01-01,4.6266666666666667
2023-04-01,5.0733333333333333
2023-07-01,5.2900000000000000
2023-10-01,5.2833333333333333
2024-01-01,.
